Accession	Virus Taxonomic ID	Collapse TaxId	Collapse Name
MH716265.1	39054	138948	Enterovirus A
MH716264.1	39054	138948	Enterovirus A
MH716263.1	39054	138948	Enterovirus A
MH716262.1	39054	138948	Enterovirus A
MH716261.1	39054	138948	Enterovirus A
MH716260.1	39054	138948	Enterovirus A
MH716259.1	39054	138948	Enterovirus A
MH716258.1	39054	138948	Enterovirus A
MH716257.1	39054	138948	Enterovirus A
MH716256.1	39054	138948	Enterovirus A
MH716255.1	39054	138948	Enterovirus A
MH716254.1	39054	138948	Enterovirus A
MH716253.1	39054	138948	Enterovirus A
MH716252.1	39054	138948	Enterovirus A
MH716251.1	39054	138948	Enterovirus A
MH716250.1	39054	138948	Enterovirus A
MH716249.1	39054	138948	Enterovirus A
MH716248.1	39054	138948	Enterovirus A
MG976582.1	39054	138948	Enterovirus A
MG976581.1	39054	138948	Enterovirus A
MG756754.1	39054	138948	Enterovirus A
MG756753.1	39054	138948	Enterovirus A
MG756752.1	39054	138948	Enterovirus A
MG756751.1	39054	138948	Enterovirus A
MG756750.1	39054	138948	Enterovirus A
MG756749.1	39054	138948	Enterovirus A
MG756748.1	39054	138948	Enterovirus A
MG756747.1	39054	138948	Enterovirus A
MG756746.1	39054	138948	Enterovirus A
MG756745.1	39054	138948	Enterovirus A
MG756744.1	39054	138948	Enterovirus A
MG756743.1	39054	138948	Enterovirus A
MG756742.1	39054	138948	Enterovirus A
MG756741.1	39054	138948	Enterovirus A
MG756740.1	39054	138948	Enterovirus A
MG756739.1	39054	138948	Enterovirus A
MG756738.1	39054	138948	Enterovirus A
MG756737.1	39054	138948	Enterovirus A
MG756736.1	39054	138948	Enterovirus A
MG756735.1	39054	138948	Enterovirus A
MG756734.1	39054	138948	Enterovirus A
MG756733.1	39054	138948	Enterovirus A
MG756732.1	39054	138948	Enterovirus A
MG756731.1	39054	138948	Enterovirus A
MG756730.1	39054	138948	Enterovirus A
MG756729.1	39054	138948	Enterovirus A
MG756728.1	39054	138948	Enterovirus A
MG756727.1	39054	138948	Enterovirus A
MG756726.1	39054	138948	Enterovirus A
MG756725.1	39054	138948	Enterovirus A
MG756724.1	39054	138948	Enterovirus A
MG756723.1	39054	138948	Enterovirus A
MG756722.1	39054	138948	Enterovirus A
MG756721.1	39054	138948	Enterovirus A
MG756720.1	39054	138948	Enterovirus A
MG756719.1	39054	138948	Enterovirus A
MG756718.1	39054	138948	Enterovirus A
MG756717.1	39054	138948	Enterovirus A
MG756716.1	39054	138948	Enterovirus A
MG756715.1	39054	138948	Enterovirus A
MG756714.1	39054	138948	Enterovirus A
MG756713.1	39054	138948	Enterovirus A
MG756712.1	39054	138948	Enterovirus A
MG756711.1	39054	138948	Enterovirus A
MG756710.1	39054	138948	Enterovirus A
MG756709.1	39054	138948	Enterovirus A
MG756708.1	39054	138948	Enterovirus A
MG756707.1	39054	138948	Enterovirus A
MG756706.1	39054	138948	Enterovirus A
MG756705.1	39054	138948	Enterovirus A
MG756704.1	39054	138948	Enterovirus A
MG756703.1	39054	138948	Enterovirus A
MG756702.1	39054	138948	Enterovirus A
MG756701.1	39054	138948	Enterovirus A
MG756700.1	39054	138948	Enterovirus A
MG756699.1	39054	138948	Enterovirus A
MG756698.1	39054	138948	Enterovirus A
MG756697.1	39054	138948	Enterovirus A
MG756696.1	39054	138948	Enterovirus A
MG756695.1	39054	138948	Enterovirus A
MG756694.1	39054	138948	Enterovirus A
MG756693.1	39054	138948	Enterovirus A
MG756692.1	39054	138948	Enterovirus A
MG756691.1	39054	138948	Enterovirus A
MG581490.1	39054	138948	Enterovirus A
MG432108.1	39054	138948	Enterovirus A
MG207963.1	39054	138948	Enterovirus A
MG207962.1	39054	138948	Enterovirus A
MF662701.1	39054	138948	Enterovirus A
MF662700.1	39054	138948	Enterovirus A
MF662699.1	39054	138948	Enterovirus A
MF662698.1	39054	138948	Enterovirus A
MF662697.1	39054	138948	Enterovirus A
MF662696.1	39054	138948	Enterovirus A
MF662695.1	39054	138948	Enterovirus A
MF662694.1	39054	138948	Enterovirus A
MF662693.1	39054	138948	Enterovirus A
MF662692.1	39054	138948	Enterovirus A
MF662691.1	39054	138948	Enterovirus A
MF662690.1	39054	138948	Enterovirus A
MF662689.1	39054	138948	Enterovirus A
MF662688.1	39054	138948	Enterovirus A
MF662687.1	39054	138948	Enterovirus A
MF662686.1	39054	138948	Enterovirus A
MF662685.1	39054	138948	Enterovirus A
MF662684.1	39054	138948	Enterovirus A
MF662683.1	39054	138948	Enterovirus A
MF662682.1	39054	138948	Enterovirus A
MF662681.1	39054	138948	Enterovirus A
MF662680.1	39054	138948	Enterovirus A
MF662679.1	39054	138948	Enterovirus A
MF662678.1	39054	138948	Enterovirus A
MF662677.1	39054	138948	Enterovirus A
LC627092.1	39054	138948	Enterovirus A
LC627091.1	39054	138948	Enterovirus A
LC627090.1	39054	138948	Enterovirus A
LC627089.1	39054	138948	Enterovirus A
LC627088.1	39054	138948	Enterovirus A
LC627087.1	39054	138948	Enterovirus A
LC627086.1	39054	138948	Enterovirus A
LC627085.1	39054	138948	Enterovirus A
LC627084.1	39054	138948	Enterovirus A
LC627083.1	39054	138948	Enterovirus A
LC627082.1	39054	138948	Enterovirus A
LC627081.1	39054	138948	Enterovirus A
LC627079.1	39054	138948	Enterovirus A
LC627078.1	39054	138948	Enterovirus A
LC627077.1	39054	138948	Enterovirus A
LC627076.1	39054	138948	Enterovirus A
LC627075.1	39054	138948	Enterovirus A
LC627074.1	39054	138948	Enterovirus A
LC627073.1	39054	138948	Enterovirus A
LC627072.1	39054	138948	Enterovirus A
LC627071.1	39054	138948	Enterovirus A
LC627070.1	39054	138948	Enterovirus A
LC627069.1	39054	138948	Enterovirus A
LC627068.1	39054	138948	Enterovirus A
LC627067.1	39054	138948	Enterovirus A
LC627066.1	39054	138948	Enterovirus A
LC626901.1	39054	138948	Enterovirus A
LC626900.1	39054	138948	Enterovirus A
LC626899.1	39054	138948	Enterovirus A
