Accession	Virus Taxonomic ID	Collapse TaxId	Collapse Name
OP572056.1	42789	138951	Enterovirus D
OP572055.1	42789	138951	Enterovirus D
OP572054.1	42789	138951	Enterovirus D
OP572052.1	42789	138951	Enterovirus D
OP572051.1	42789	138951	Enterovirus D
OP572050.1	42789	138951	Enterovirus D
OP572049.1	42789	138951	Enterovirus D
OP572048.1	42789	138951	Enterovirus D
OP572047.1	42789	138951	Enterovirus D
OP572046.1	42789	138951	Enterovirus D
OP572045.1	42789	138951	Enterovirus D
OP572044.1	42789	138951	Enterovirus D
OP572043.1	42789	138951	Enterovirus D
OP572042.1	42789	138951	Enterovirus D
OP572041.1	42789	138951	Enterovirus D
OP572040.1	42789	138951	Enterovirus D
OP572039.1	42789	138951	Enterovirus D
OP572038.1	42789	138951	Enterovirus D
OP572037.1	42789	138951	Enterovirus D
OP572036.1	42789	138951	Enterovirus D
OP572035.1	42789	138951	Enterovirus D
OP389246.1	42789	138951	Enterovirus D
OP389245.1	42789	138951	Enterovirus D
OP321153.1	42789	138951	Enterovirus D
OP321152.1	42789	138951	Enterovirus D
OP321151.1	42789	138951	Enterovirus D
OP321150.1	42789	138951	Enterovirus D
OP321149.1	42789	138951	Enterovirus D
OP321148.1	42789	138951	Enterovirus D
OP321147.1	42789	138951	Enterovirus D
OP321146.1	42789	138951	Enterovirus D
OP321145.1	42789	138951	Enterovirus D
OP321144.1	42789	138951	Enterovirus D
OP321143.1	42789	138951	Enterovirus D
OP321142.1	42789	138951	Enterovirus D
OP321141.1	42789	138951	Enterovirus D
OP321140.1	42789	138951	Enterovirus D
OP321139.1	42789	138951	Enterovirus D
OP295397.1	42789	138951	Enterovirus D
MT081368.1	42789	138951	Enterovirus D
MN259120.1	42789	138951	Enterovirus D
MN259119.1	42789	138951	Enterovirus D
MN259118.1	42789	138951	Enterovirus D
MN259117.1	42789	138951	Enterovirus D
MN259115.1	42789	138951	Enterovirus D
MN259114.1	42789	138951	Enterovirus D
MN259113.1	42789	138951	Enterovirus D
MN259112.1	42789	138951	Enterovirus D
MN259111.1	42789	138951	Enterovirus D
MN259110.1	42789	138951	Enterovirus D
MN259109.1	42789	138951	Enterovirus D
MN259108.1	42789	138951	Enterovirus D
MN259107.1	42789	138951	Enterovirus D
MN246039.1	42789	138951	Enterovirus D
MN246026.1	42789	138951	Enterovirus D
MN246024.1	42789	138951	Enterovirus D
MN246023.1	42789	138951	Enterovirus D
MN246021.1	42789	138951	Enterovirus D
MN246020.1	42789	138951	Enterovirus D
MN246019.1	42789	138951	Enterovirus D
MN246018.1	42789	138951	Enterovirus D
MN246017.1	42789	138951	Enterovirus D
MN246016.1	42789	138951	Enterovirus D
MN246015.1	42789	138951	Enterovirus D
MN246012.1	42789	138951	Enterovirus D
MN246011.1	42789	138951	Enterovirus D
MN246009.1	42789	138951	Enterovirus D
MN246008.1	42789	138951	Enterovirus D
MN246007.1	42789	138951	Enterovirus D
MN246006.1	42789	138951	Enterovirus D
MN246005.1	42789	138951	Enterovirus D
MN246003.1	42789	138951	Enterovirus D
MN246002.1	42789	138951	Enterovirus D
MN246001.1	42789	138951	Enterovirus D
MN245999.1	42789	138951	Enterovirus D
MN245998.1	42789	138951	Enterovirus D
MN245997.1	42789	138951	Enterovirus D
MN245996.1	42789	138951	Enterovirus D
MN245995.1	42789	138951	Enterovirus D
MN245994.1	42789	138951	Enterovirus D
MN245993.1	42789	138951	Enterovirus D
MN245991.1	42789	138951	Enterovirus D
MN245990.1	42789	138951	Enterovirus D
MN245989.1	42789	138951	Enterovirus D
MN245988.1	42789	138951	Enterovirus D
MN245987.1	42789	138951	Enterovirus D
MN245986.1	42789	138951	Enterovirus D
MN245985.1	42789	138951	Enterovirus D
MN245983.1	42789	138951	Enterovirus D
MN245982.1	42789	138951	Enterovirus D
MN245981.1	42789	138951	Enterovirus D
MN240519.1	42789	138951	Enterovirus D
MN240518.1	42789	138951	Enterovirus D
MN240517.1	42789	138951	Enterovirus D
MN240516.1	42789	138951	Enterovirus D
MN240515.1	42789	138951	Enterovirus D
MN240514.1	42789	138951	Enterovirus D
MN240513.1	42789	138951	Enterovirus D
MN240512.1	42789	138951	Enterovirus D
MN240511.1	42789	138951	Enterovirus D
MN240510.1	42789	138951	Enterovirus D
MN240509.1	42789	138951	Enterovirus D
MN240508.1	42789	138951	Enterovirus D
MN240507.1	42789	138951	Enterovirus D
MN240506.1	42789	138951	Enterovirus D
MN240505.1	42789	138951	Enterovirus D
MN240504.1	42789	138951	Enterovirus D
MN240503.1	42789	138951	Enterovirus D
MN240502.1	42789	138951	Enterovirus D
MN240501.1	42789	138951	Enterovirus D
MN240500.1	42789	138951	Enterovirus D
MN240499.1	42789	138951	Enterovirus D
MN240498.1	42789	138951	Enterovirus D
MN240497.1	42789	138951	Enterovirus D
MN240496.1	42789	138951	Enterovirus D
MN240495.1	42789	138951	Enterovirus D
MN240494.1	42789	138951	Enterovirus D
MN240493.1	42789	138951	Enterovirus D
MN240492.1	42789	138951	Enterovirus D
MN240491.1	42789	138951	Enterovirus D
MK681504.1	42789	138951	Enterovirus D
MK681503.1	42789	138951	Enterovirus D
MK681502.1	42789	138951	Enterovirus D
MK681501.1	42789	138951	Enterovirus D
MK681500.1	42789	138951	Enterovirus D
MK681499.1	42789	138951	Enterovirus D
MK681498.1	42789	138951	Enterovirus D
MK681497.1	42789	138951	Enterovirus D
MK681496.1	42789	138951	Enterovirus D
MK681495.1	42789	138951	Enterovirus D
MK681494.1	42789	138951	Enterovirus D
MK681493.1	42789	138951	Enterovirus D
MK681492.1	42789	138951	Enterovirus D
MK681491.1	42789	138951	Enterovirus D
MK681490.1	42789	138951	Enterovirus D
MK681489.1	42789	138951	Enterovirus D
MK614087.1	42789	138951	Enterovirus D
MK491182.1	42789	138951	Enterovirus D
MK491181.1	42789	138951	Enterovirus D
MK491180.1	42789	138951	Enterovirus D
MK268345.1	42789	138951	Enterovirus D
MK105989.1	42789	138951	Enterovirus D
MK105988.1	42789	138951	Enterovirus D
MK105987.1	42789	138951	Enterovirus D
MK105986.1	42789	138951	Enterovirus D
MK105985.1	42789	138951	Enterovirus D
MK105984.1	42789	138951	Enterovirus D
MK105983.1	42789	138951	Enterovirus D
MK105982.1	42789	138951	Enterovirus D
MK105981.1	42789	138951	Enterovirus D
MK105980.1	42789	138951	Enterovirus D
MK105979.1	42789	138951	Enterovirus D
MK105978.1	42789	138951	Enterovirus D
MK105977.1	42789	138951	Enterovirus D
MK105976.1	42789	138951	Enterovirus D
MH708882.1	42789	138951	Enterovirus D
MH330334.1	42789	138951	Enterovirus D
MH041324.1	42789	138951	Enterovirus D
MH041323.1	42789	138951	Enterovirus D
LC495299.1	42789	138951	Enterovirus D
LC495298.1	42789	138951	Enterovirus D
KX957762.1	42789	138951	Enterovirus D
KX957761.1	42789	138951	Enterovirus D
KX957759.1	42789	138951	Enterovirus D
KX957758.1	42789	138951	Enterovirus D
KX957757.1	42789	138951	Enterovirus D
KX957756.1	42789	138951	Enterovirus D
KX957755.1	42789	138951	Enterovirus D
KX957754.1	42789	138951	Enterovirus D
KX675263.1	42789	138951	Enterovirus D
KX675262.1	42789	138951	Enterovirus D
KX675261.1	42789	138951	Enterovirus D
KX433166.1	42789	138951	Enterovirus D
KX433164.1	42789	138951	Enterovirus D
KX384960.1	42789	138951	Enterovirus D
KX261826.1	42789	138951	Enterovirus D
KX261825.1	42789	138951	Enterovirus D
KX261824.1	42789	138951	Enterovirus D
KX261823.1	42789	138951	Enterovirus D
KX261822.1	42789	138951	Enterovirus D
KX261821.1	42789	138951	Enterovirus D
KX261820.1	42789	138951	Enterovirus D
KX261817.1	42789	138951	Enterovirus D
KX261816.1	42789	138951	Enterovirus D
KX261815.1	42789	138951	Enterovirus D
KX261814.1	42789	138951	Enterovirus D
KX261813.1	42789	138951	Enterovirus D
KX261812.1	42789	138951	Enterovirus D
KX261811.1	42789	138951	Enterovirus D
KX261810.1	42789	138951	Enterovirus D
KX261809.1	42789	138951	Enterovirus D
KX261808.1	42789	138951	Enterovirus D
KX261807.1	42789	138951	Enterovirus D
KX261806.1	42789	138951	Enterovirus D
KX261805.1	42789	138951	Enterovirus D
KX261804.1	42789	138951	Enterovirus D
KX261803.1	42789	138951	Enterovirus D
KX261802.1	42789	138951	Enterovirus D
KX261801.1	42789	138951	Enterovirus D
KX261800.1	42789	138951	Enterovirus D
KX261799.1	42789	138951	Enterovirus D
KX261798.1	42789	138951	Enterovirus D
KX261797.1	42789	138951	Enterovirus D
KX261796.1	42789	138951	Enterovirus D
KX261795.1	42789	138951	Enterovirus D
KX261794.1	42789	138951	Enterovirus D
KX261793.1	42789	138951	Enterovirus D
KX255414.1	42789	138951	Enterovirus D
KX255412.1	42789	138951	Enterovirus D
KX255411.1	42789	138951	Enterovirus D
KX255410.1	42789	138951	Enterovirus D
KX255409.1	42789	138951	Enterovirus D
KX255408.1	42789	138951	Enterovirus D
KX255407.1	42789	138951	Enterovirus D
KX255405.1	42789	138951	Enterovirus D
KX255404.1	42789	138951	Enterovirus D
KX255403.1	42789	138951	Enterovirus D
KX255402.1	42789	138951	Enterovirus D
KX255401.1	42789	138951	Enterovirus D
KX255400.1	42789	138951	Enterovirus D
KX255399.1	42789	138951	Enterovirus D
KX255397.1	42789	138951	Enterovirus D
KX255395.1	42789	138951	Enterovirus D
KX255394.1	42789	138951	Enterovirus D
KX255393.1	42789	138951	Enterovirus D
KX255392.1	42789	138951	Enterovirus D
KX255391.1	42789	138951	Enterovirus D
KX255389.1	42789	138951	Enterovirus D
KX255388.1	42789	138951	Enterovirus D
KX255387.1	42789	138951	Enterovirus D
KX255385.1	42789	138951	Enterovirus D
KX255384.1	42789	138951	Enterovirus D
KX255383.1	42789	138951	Enterovirus D
KX255382.1	42789	138951	Enterovirus D
KX255381.1	42789	138951	Enterovirus D
KX255380.1	42789	138951	Enterovirus D
KX255379.1	42789	138951	Enterovirus D
KX255378.1	42789	138951	Enterovirus D
KX255377.1	42789	138951	Enterovirus D
KX255376.1	42789	138951	Enterovirus D
KX255375.1	42789	138951	Enterovirus D
KX255372.1	42789	138951	Enterovirus D
KX255371.1	42789	138951	Enterovirus D
KX255370.1	42789	138951	Enterovirus D
KX255369.1	42789	138951	Enterovirus D
KX255368.1	42789	138951	Enterovirus D
KX255367.1	42789	138951	Enterovirus D
KX255366.1	42789	138951	Enterovirus D
KX255365.1	42789	138951	Enterovirus D
KX255364.1	42789	138951	Enterovirus D
KX255363.1	42789	138951	Enterovirus D
KX255362.1	42789	138951	Enterovirus D
KX255361.1	42789	138951	Enterovirus D
KX255360.1	42789	138951	Enterovirus D
KX255359.1	42789	138951	Enterovirus D
KX255358.1	42789	138951	Enterovirus D
KX255357.1	42789	138951	Enterovirus D
KX255356.1	42789	138951	Enterovirus D
KX255355.1	42789	138951	Enterovirus D
KX255354.1	42789	138951	Enterovirus D
KX255353.1	42789	138951	Enterovirus D
KX255352.1	42789	138951	Enterovirus D
KT995629.1	42789	138951	Enterovirus D
KT995628.1	42789	138951	Enterovirus D
KT995626.1	42789	138951	Enterovirus D
KT995625.1	42789	138951	Enterovirus D
KT995624.1	42789	138951	Enterovirus D
KT995623.1	42789	138951	Enterovirus D
KT995622.1	42789	138951	Enterovirus D
KT995621.1	42789	138951	Enterovirus D
KT995620.1	42789	138951	Enterovirus D
KT995619.1	42789	138951	Enterovirus D
KT995618.1	42789	138951	Enterovirus D
KT995617.1	42789	138951	Enterovirus D
KT995616.1	42789	138951	Enterovirus D
KT995615.1	42789	138951	Enterovirus D
KT995614.1	42789	138951	Enterovirus D
KT995613.1	42789	138951	Enterovirus D
KT995612.1	42789	138951	Enterovirus D
KT995611.1	42789	138951	Enterovirus D
KT995610.1	42789	138951	Enterovirus D
KT995609.1	42789	138951	Enterovirus D
KT995608.1	42789	138951	Enterovirus D
KT995607.1	42789	138951	Enterovirus D
KT995606.1	42789	138951	Enterovirus D
KT995605.1	42789	138951	Enterovirus D
KT995604.1	42789	138951	Enterovirus D
KT995603.1	42789	138951	Enterovirus D
KT995602.1	42789	138951	Enterovirus D
KT995601.1	42789	138951	Enterovirus D
KT995600.1	42789	138951	Enterovirus D
KT995599.1	42789	138951	Enterovirus D
KT995598.1	42789	138951	Enterovirus D
KT995597.1	42789	138951	Enterovirus D
KT995596.1	42789	138951	Enterovirus D
KT995595.1	42789	138951	Enterovirus D
KT995594.1	42789	138951	Enterovirus D
KT995593.1	42789	138951	Enterovirus D
KT995592.1	42789	138951	Enterovirus D
KT995591.1	42789	138951	Enterovirus D
KT995590.1	42789	138951	Enterovirus D
KT995589.1	42789	138951	Enterovirus D
KT995588.1	42789	138951	Enterovirus D
KT995587.1	42789	138951	Enterovirus D
KT995586.1	42789	138951	Enterovirus D
KT995585.1	42789	138951	Enterovirus D
KT995584.1	42789	138951	Enterovirus D
KT995583.1	42789	138951	Enterovirus D
KT995582.1	42789	138951	Enterovirus D
KT995581.1	42789	138951	Enterovirus D
KT995580.1	42789	138951	Enterovirus D
KT995579.1	42789	138951	Enterovirus D
KT995578.1	42789	138951	Enterovirus D
KT995577.1	42789	138951	Enterovirus D
KT995576.1	42789	138951	Enterovirus D
KT995575.1	42789	138951	Enterovirus D
KT995574.1	42789	138951	Enterovirus D
KT995573.1	42789	138951	Enterovirus D
KT995572.1	42789	138951	Enterovirus D
KT995571.1	42789	138951	Enterovirus D
KT995570.1	42789	138951	Enterovirus D
KT995569.1	42789	138951	Enterovirus D
KT995568.1	42789	138951	Enterovirus D
KT995567.1	42789	138951	Enterovirus D
KT995566.1	42789	138951	Enterovirus D
KT995565.1	42789	138951	Enterovirus D
KT995564.1	42789	138951	Enterovirus D
KT995563.1	42789	138951	Enterovirus D
KT995562.1	42789	138951	Enterovirus D
KT995561.1	42789	138951	Enterovirus D
KT995560.1	42789	138951	Enterovirus D
KT995559.1	42789	138951	Enterovirus D
KT995558.1	42789	138951	Enterovirus D
KT995557.1	42789	138951	Enterovirus D
KT995556.1	42789	138951	Enterovirus D
KT995555.1	42789	138951	Enterovirus D
KT995554.1	42789	138951	Enterovirus D
KT995553.1	42789	138951	Enterovirus D
KT995552.1	42789	138951	Enterovirus D
KT995551.1	42789	138951	Enterovirus D
KT995550.1	42789	138951	Enterovirus D
KT995549.1	42789	138951	Enterovirus D
KT995548.1	42789	138951	Enterovirus D
KT995547.1	42789	138951	Enterovirus D
KT995546.1	42789	138951	Enterovirus D
KT995545.1	42789	138951	Enterovirus D
KT995544.1	42789	138951	Enterovirus D
KT995543.1	42789	138951	Enterovirus D
KT995542.1	42789	138951	Enterovirus D
KT995541.1	42789	138951	Enterovirus D
KT995540.1	42789	138951	Enterovirus D
KT995539.1	42789	138951	Enterovirus D
KT995538.1	42789	138951	Enterovirus D
KT995537.1	42789	138951	Enterovirus D
KT995536.1	42789	138951	Enterovirus D
KT995535.1	42789	138951	Enterovirus D
KT995534.1	42789	138951	Enterovirus D
KT995533.1	42789	138951	Enterovirus D
KT995532.1	42789	138951	Enterovirus D
KT995531.1	42789	138951	Enterovirus D
KT995530.1	42789	138951	Enterovirus D
KT347280.1	42789	138951	Enterovirus D
KT347279.1	42789	138951	Enterovirus D
KT347278.1	42789	138951	Enterovirus D
KT347277.1	42789	138951	Enterovirus D
KT347276.1	42789	138951	Enterovirus D
KT347275.1	42789	138951	Enterovirus D
KT347274.1	42789	138951	Enterovirus D
KT347273.1	42789	138951	Enterovirus D
KT347272.1	42789	138951	Enterovirus D
KT347271.1	42789	138951	Enterovirus D
KT347270.1	42789	138951	Enterovirus D
KT347269.1	42789	138951	Enterovirus D
KT347267.1	42789	138951	Enterovirus D
KT347266.1	42789	138951	Enterovirus D
KT347264.1	42789	138951	Enterovirus D
KT347263.1	42789	138951	Enterovirus D
KT347262.1	42789	138951	Enterovirus D
KT347261.1	42789	138951	Enterovirus D
KT347260.1	42789	138951	Enterovirus D
KT347259.1	42789	138951	Enterovirus D
KT347258.1	42789	138951	Enterovirus D
KT347257.1	42789	138951	Enterovirus D
KT347256.1	42789	138951	Enterovirus D
KT347255.1	42789	138951	Enterovirus D
KT347254.1	42789	138951	Enterovirus D
KT347253.1	42789	138951	Enterovirus D
KT347252.1	42789	138951	Enterovirus D
KT347251.1	42789	138951	Enterovirus D
KT347250.1	42789	138951	Enterovirus D
KT347249.1	42789	138951	Enterovirus D
KT347248.1	42789	138951	Enterovirus D
KT347247.1	42789	138951	Enterovirus D
KT347246.1	42789	138951	Enterovirus D
KT347245.1	42789	138951	Enterovirus D
KT347244.1	42789	138951	Enterovirus D
KT347243.1	42789	138951	Enterovirus D
KT347242.1	42789	138951	Enterovirus D
KT347241.1	42789	138951	Enterovirus D
KT347240.1	42789	138951	Enterovirus D
KT347239.1	42789	138951	Enterovirus D
KT347238.1	42789	138951	Enterovirus D
KT347237.1	42789	138951	Enterovirus D
KT347236.1	42789	138951	Enterovirus D
KT347235.1	42789	138951	Enterovirus D
KT347234.1	42789	138951	Enterovirus D
KT347233.1	42789	138951	Enterovirus D
KT347232.1	42789	138951	Enterovirus D
KT347230.1	42789	138951	Enterovirus D
KT347229.1	42789	138951	Enterovirus D
KT347228.1	42789	138951	Enterovirus D
KT347227.1	42789	138951	Enterovirus D
KT347226.1	42789	138951	Enterovirus D
KT347225.1	42789	138951	Enterovirus D
KT347224.1	42789	138951	Enterovirus D
KT347223.1	42789	138951	Enterovirus D
KT306743.1	42789	138951	Enterovirus D
KT285320.1	42789	138951	Enterovirus D
KT285319.1	42789	138951	Enterovirus D
KT280504.1	42789	138951	Enterovirus D
KT280503.1	42789	138951	Enterovirus D
KT280502.1	42789	138951	Enterovirus D
KT280501.1	42789	138951	Enterovirus D
KT280500.1	42789	138951	Enterovirus D
KT280499.1	42789	138951	Enterovirus D
KT280498.1	42789	138951	Enterovirus D
KT280497.1	42789	138951	Enterovirus D
KT280496.1	42789	138951	Enterovirus D
PP125279.1	147712	147712	Rhinovirus B
PP125278.1	147712	147712	Rhinovirus B
OQ533275.1	147712	147712	Rhinovirus B
MZ667416.2	147712	147712	Rhinovirus B
MN306037.1	147712	147712	Rhinovirus B
MN212904.1	147712	147712	Rhinovirus B
LC769226.1	147712	147712	Rhinovirus B
LC495296.1	147712	147712	Rhinovirus B
PP028461.1	12089	138950	Enterovirus C
OR803780.1	12089	138950	Enterovirus C
OR803779.1	12089	138950	Enterovirus C
OR633288.1	12089	138950	Enterovirus C
OR361390.1	12089	138950	Enterovirus C
OR361389.1	12089	138950	Enterovirus C
OR361388.1	12089	138950	Enterovirus C
OR361387.1	12089	138950	Enterovirus C
MZ171096.1	12089	138950	Enterovirus C
MZ171095.1	12089	138950	Enterovirus C
MZ171094.1	12089	138950	Enterovirus C
MZ171093.1	12089	138950	Enterovirus C
MZ171092.1	12089	138950	Enterovirus C
MZ171091.1	12089	138950	Enterovirus C
MZ171090.1	12089	138950	Enterovirus C
MZ171089.1	12089	138950	Enterovirus C
MZ171088.1	12089	138950	Enterovirus C
MZ171087.1	12089	138950	Enterovirus C
MZ171086.1	12089	138950	Enterovirus C
MZ171085.1	12089	138950	Enterovirus C
MZ171084.1	12089	138950	Enterovirus C
MZ171083.1	12089	138950	Enterovirus C
MZ171082.1	12089	138950	Enterovirus C
MZ171081.1	12089	138950	Enterovirus C
MZ171080.1	12089	138950	Enterovirus C
MZ171079.1	12089	138950	Enterovirus C
MZ171078.1	12089	138950	Enterovirus C
MZ171077.1	12089	138950	Enterovirus C
MZ171076.1	12089	138950	Enterovirus C
MZ171075.1	12089	138950	Enterovirus C
MZ171074.1	12089	138950	Enterovirus C
KU183495.1	12089	138950	Enterovirus C
KR478685.1	12089	138950	Enterovirus C
KR399988.1	12089	138950	Enterovirus C
KF725085.1	12089	138950	Enterovirus C
KF667361.1	12089	138950	Enterovirus C
KF667360.1	12089	138950	Enterovirus C
KF667359.1	12089	138950	Enterovirus C
KF667358.1	12089	138950	Enterovirus C
JF742579.1	12089	138950	Enterovirus C
JF742578.1	12089	138950	Enterovirus C
JF742577.1	12089	138950	Enterovirus C
JF742576.1	12089	138950	Enterovirus C
AB769165.1	12089	138950	Enterovirus C
AB769164.2	12089	138950	Enterovirus C
AB769163.1	12089	138950	Enterovirus C
AB769162.2	12089	138950	Enterovirus C
AB769160.1	12089	138950	Enterovirus C
AB769159.2	12089	138950	Enterovirus C
AB769156.2	12089	138950	Enterovirus C
AB769154.2	12089	138950	Enterovirus C
AB769152.1	12089	138950	Enterovirus C
OR800939.1	39054	138948	Enterovirus A
OQ842410.1	39054	138948	Enterovirus A
OQ842409.1	39054	138948	Enterovirus A
OQ842408.1	39054	138948	Enterovirus A
OQ842407.1	39054	138948	Enterovirus A
OQ842406.1	39054	138948	Enterovirus A
OQ842405.1	39054	138948	Enterovirus A
OQ842404.1	39054	138948	Enterovirus A
OQ842403.1	39054	138948	Enterovirus A
OQ791541.1	39054	138948	Enterovirus A
OQ791538.1	39054	138948	Enterovirus A
OQ791533.1	39054	138948	Enterovirus A
OP191657.1	39054	138948	Enterovirus A
MW655540.1	39054	138948	Enterovirus A
MW655539.1	39054	138948	Enterovirus A
MW473684.1	39054	138948	Enterovirus A
MW298156.1	39054	138948	Enterovirus A
MW030642.1	39054	138948	Enterovirus A
MT212038.1	39054	138948	Enterovirus A
MT188611.1	39054	138948	Enterovirus A
MT081375.1	39054	138948	Enterovirus A
MT081374.1	39054	138948	Enterovirus A
MT081373.1	39054	138948	Enterovirus A
MN966518.1	39054	138948	Enterovirus A
MN966517.1	39054	138948	Enterovirus A
MN966516.1	39054	138948	Enterovirus A
MN966515.1	39054	138948	Enterovirus A
MN966514.1	39054	138948	Enterovirus A
MN966513.1	39054	138948	Enterovirus A
MN966512.1	39054	138948	Enterovirus A
MN749161.1	39054	138948	Enterovirus A
MN749160.1	39054	138948	Enterovirus A
MN747118.1	39054	138948	Enterovirus A
MN747117.1	39054	138948	Enterovirus A
MN629889.1	39054	138948	Enterovirus A
MN515037.1	39054	138948	Enterovirus A
MN254979.1	39054	138948	Enterovirus A
MN053435.1	39054	138948	Enterovirus A
MN053434.1	39054	138948	Enterovirus A
MN053433.1	39054	138948	Enterovirus A
MN053432.1	39054	138948	Enterovirus A
MN053431.1	39054	138948	Enterovirus A
MN053430.1	39054	138948	Enterovirus A
MK904809.1	39054	138948	Enterovirus A
MK800119.1	39054	138948	Enterovirus A
MK791153.1	39054	138948	Enterovirus A
MK652139.1	39054	138948	Enterovirus A
MK028135.1	39054	138948	Enterovirus A
MH716393.1	39054	138948	Enterovirus A
MH716392.1	39054	138948	Enterovirus A
MH716391.1	39054	138948	Enterovirus A
MH716390.1	39054	138948	Enterovirus A
MH716389.1	39054	138948	Enterovirus A
MH716388.1	39054	138948	Enterovirus A
MH716387.1	39054	138948	Enterovirus A
MH716386.1	39054	138948	Enterovirus A
MH716385.1	39054	138948	Enterovirus A
MH716384.1	39054	138948	Enterovirus A
MH716383.1	39054	138948	Enterovirus A
MH716382.1	39054	138948	Enterovirus A
MH716381.1	39054	138948	Enterovirus A
MH716380.1	39054	138948	Enterovirus A
MH716379.1	39054	138948	Enterovirus A
MH716378.1	39054	138948	Enterovirus A
MH716377.1	39054	138948	Enterovirus A
MH716376.1	39054	138948	Enterovirus A
MH716375.1	39054	138948	Enterovirus A
MH716374.1	39054	138948	Enterovirus A
MH716373.1	39054	138948	Enterovirus A
MH716372.1	39054	138948	Enterovirus A
MH716371.1	39054	138948	Enterovirus A
MH716370.1	39054	138948	Enterovirus A
MH716369.1	39054	138948	Enterovirus A
MH716368.1	39054	138948	Enterovirus A
MH716367.1	39054	138948	Enterovirus A
MH716365.1	39054	138948	Enterovirus A
MH716364.1	39054	138948	Enterovirus A
MH716363.1	39054	138948	Enterovirus A
MH716362.1	39054	138948	Enterovirus A
MH716361.1	39054	138948	Enterovirus A
MH716360.1	39054	138948	Enterovirus A
MH716359.1	39054	138948	Enterovirus A
MH716358.1	39054	138948	Enterovirus A
MH716357.1	39054	138948	Enterovirus A
MH716356.1	39054	138948	Enterovirus A
MH716355.1	39054	138948	Enterovirus A
MH716354.1	39054	138948	Enterovirus A
MH716353.1	39054	138948	Enterovirus A
MH716352.1	39054	138948	Enterovirus A
MH716351.1	39054	138948	Enterovirus A
MH716350.1	39054	138948	Enterovirus A
MH716349.1	39054	138948	Enterovirus A
MH716348.1	39054	138948	Enterovirus A
MH716347.1	39054	138948	Enterovirus A
MH716346.1	39054	138948	Enterovirus A
MH716345.1	39054	138948	Enterovirus A
MH716344.1	39054	138948	Enterovirus A
MH716343.1	39054	138948	Enterovirus A
MH716342.1	39054	138948	Enterovirus A
MH716341.1	39054	138948	Enterovirus A
MH716340.1	39054	138948	Enterovirus A
MH716339.1	39054	138948	Enterovirus A
MH716338.1	39054	138948	Enterovirus A
MH716337.1	39054	138948	Enterovirus A
MH716336.1	39054	138948	Enterovirus A
MH716335.1	39054	138948	Enterovirus A
MH716334.1	39054	138948	Enterovirus A
MH716333.1	39054	138948	Enterovirus A
MH716332.1	39054	138948	Enterovirus A
MH716331.1	39054	138948	Enterovirus A
MH716330.1	39054	138948	Enterovirus A
MH716329.1	39054	138948	Enterovirus A
MH716328.1	39054	138948	Enterovirus A
MH716327.1	39054	138948	Enterovirus A
MH716326.1	39054	138948	Enterovirus A
MH716325.1	39054	138948	Enterovirus A
MH716324.1	39054	138948	Enterovirus A
MH716323.1	39054	138948	Enterovirus A
MH716322.1	39054	138948	Enterovirus A
MH716321.1	39054	138948	Enterovirus A
MH716320.1	39054	138948	Enterovirus A
MH716319.1	39054	138948	Enterovirus A
MH716318.1	39054	138948	Enterovirus A
MH716317.1	39054	138948	Enterovirus A
MH716316.1	39054	138948	Enterovirus A
MH716315.1	39054	138948	Enterovirus A
MH716314.1	39054	138948	Enterovirus A
MH716313.1	39054	138948	Enterovirus A
MH716312.1	39054	138948	Enterovirus A
MH716311.1	39054	138948	Enterovirus A
MH716310.1	39054	138948	Enterovirus A
MH716309.1	39054	138948	Enterovirus A
MH716308.1	39054	138948	Enterovirus A
MH716307.1	39054	138948	Enterovirus A
MH716306.1	39054	138948	Enterovirus A
MH716305.1	39054	138948	Enterovirus A
MH716304.1	39054	138948	Enterovirus A
MH716303.1	39054	138948	Enterovirus A
MH716302.1	39054	138948	Enterovirus A
MH716301.1	39054	138948	Enterovirus A
MH716300.1	39054	138948	Enterovirus A
MH716299.1	39054	138948	Enterovirus A
MH716298.1	39054	138948	Enterovirus A
MH716297.1	39054	138948	Enterovirus A
MH716296.1	39054	138948	Enterovirus A
MH716295.1	39054	138948	Enterovirus A
MH716294.1	39054	138948	Enterovirus A
MH716293.1	39054	138948	Enterovirus A
MH716292.1	39054	138948	Enterovirus A
MH716291.1	39054	138948	Enterovirus A
MH716290.1	39054	138948	Enterovirus A
MH716289.1	39054	138948	Enterovirus A
MH716288.1	39054	138948	Enterovirus A
MH716287.1	39054	138948	Enterovirus A
MH716286.1	39054	138948	Enterovirus A
MH716285.1	39054	138948	Enterovirus A
MH716284.1	39054	138948	Enterovirus A
MH716283.1	39054	138948	Enterovirus A
MH716282.1	39054	138948	Enterovirus A
MH716281.1	39054	138948	Enterovirus A
MH716280.1	39054	138948	Enterovirus A
MH716279.1	39054	138948	Enterovirus A
MH716278.1	39054	138948	Enterovirus A
MH716277.1	39054	138948	Enterovirus A
MH716276.1	39054	138948	Enterovirus A
MH716275.1	39054	138948	Enterovirus A
MH716274.1	39054	138948	Enterovirus A
MH716273.1	39054	138948	Enterovirus A
MH716272.1	39054	138948	Enterovirus A
MH716271.1	39054	138948	Enterovirus A
MH716270.1	39054	138948	Enterovirus A
MH716269.1	39054	138948	Enterovirus A
MH716268.1	39054	138948	Enterovirus A
MH716267.1	39054	138948	Enterovirus A
MH716266.1	39054	138948	Enterovirus A
